Acct,Policy,Pol_Eff_Dt,Pol_Exp_Dt,UAR,State,Lat Long,Premium,Exposure,Claim,Profitability,Agency,Hail Risk Score,Tornado Risk Score,Earthquake risk score,City,INS_SCORE,Renewal_Cd,Average Conversion Time,Conversion Rate,Scores
11K5I719,P40P8X5540,30/11/18,30/11/19,5,TX,29.7866°N 95.3909°W,1555,16000,378,1177,35M,37,48,44,Frisco,337,N,40.0,80.0,0.6180287635493886
11K5I719,P40P8X5540,30/11/18,30/11/19,5,TX,29.7866°N 95.3909°W,1555,16000,378,1177,35M,3,46,2,Amarillo,337,N,40.0,80.0,0.556644123289075
11K5I719,P40P8X5540,30/11/18,30/11/19,5,TX,29.7866°N 95.3909°W,1555,16000,378,1177,35M,36,41,16,McKinney,337,N,40.0,80.0,0.8494944779380057
11K5I719,P40P8X5540,30/11/18,30/11/19,5,TX,29.7866°N 95.3909°W,1555,16000,378,1177,35M,45,29,2,Grand Prairie,337,N,40.0,80.0,0.06850301933664914
11K5I719,P40P8X5540,30/11/18,30/11/19,5,TX,29.7866°N 95.3909°W,1555,16000,378,1177,35M,3,48,33,Brownsville,337,N,40.0,80.0,0.06890549150500724
11K5I719,P40P8X5540,30/11/18,30/11/19,5,TX,29.7866°N 95.3909°W,1555,16000,378,1177,35M,30,24,39,Killeen,337,N,40.0,80.0,0.4906514693706186
11K5I719,P40P8X5540,30/11/18,30/11/19,5,TX,29.7866°N 95.3909°W,1555,16000,378,1177,35M,25,46,30,Pasadena,337,N,40.0,80.0,0.6321553270111316
11K5I719,P40P8X5540,30/11/18,30/11/19,5,TX,29.7866°N 95.3909°W,1555,16000,378,1177,35M,48,48,23,Midland,337,N,40.0,80.0,0.25516805136129894
11K5I719,P40P8X5540,30/11/18,30/11/19,5,TX,29.7866°N 95.3909°W,1555,16000,378,1177,35M,43,15,13,McAllen,337,N,40.0,80.0,0.09950538008524268
11K5I719,P40P8X5540,30/11/18,30/11/19,5,TX,29.7866°N 95.3909°W,1555,16000,378,1177,35M,28,38,44,Denton,337,N,40.0,80.0,0.075838018024959
11K5I719,P40P8X5540,30/11/18,30/11/19,5,TX,29.7866°N 95.3909°W,1555,16000,378,1177,35M,1,20,12,Mesquite,337,N,40.0,80.0,0.40553849924089364
11K5I719,P40P8X5540,30/11/18,30/11/19,5,TX,29.7866°N 95.3909°W,1555,16000,378,1177,35M,39,44,42,Carrollton,337,N,40.0,80.0,0.715619565504519
11K5I719,P40P8X5540,30/11/18,30/11/19,5,TX,29.7866°N 95.3909°W,1555,16000,378,1177,35M,8,39,17,Waco,337,N,40.0,80.0,0.05955525764735162
11K5I719,P40P8X5540,30/11/18,30/11/19,5,TX,29.7866°N 95.3909°W,1555,16000,378,1177,35M,3,19,11,Round Rock,337,N,40.0,80.0,0.9227991380575221
11K5I719,P40P8X5540,30/11/18,30/11/19,5,TX,29.7866°N 95.3909°W,1555,16000,378,1177,35M,14,31,29,Abilene,337,N,40.0,80.0,0.8107888177116789
11K5I719,P40P8X5540,30/11/18,30/11/19,5,TX,29.7866°N 95.3909°W,1555,16000,378,1177,35M,11,20,49,Odessa,337,N,40.0,80.0,0.7168703491007175
11K5I719,P40P8X5540,30/11/18,30/11/19,5,TX,29.7866°N 95.3909°W,1555,16000,378,1177,35M,20,43,44,Pearland,337,N,40.0,80.0,0.369734809714434
11K5I719,P40P8X5540,30/11/18,30/11/19,5,TX,29.7866°N 95.3909°W,1555,16000,378,1177,35M,33,43,46,Richardson,337,N,40.0,80.0,0.7288129276266562
11K5I719,P40P8X5540,30/11/18,30/11/19,5,TX,29.7866°N 95.3909°W,1555,16000,378,1177,35M,50,32,27,Sugar Land,337,N,40.0,80.0,0.5518287883060379
11K5I719,P40P8X5540,30/11/18,30/11/19,5,TX,29.7866°N 95.3909°W,1555,16000,378,1177,35M,8,13,47,College Station,337,N,40.0,80.0,0.6177552450438519
11K5I719,P40P8X5540,30/11/18,30/11/19,5,TX,29.7866°N 95.3909°W,1555,16000,378,1177,35M,31,28,5,Beaumont,337,N,40.0,80.0,0.8231713864003039
11K5I719,P40P8X5540,30/11/18,30/11/19,5,TX,29.7866°N 95.3909°W,1555,16000,378,1177,35M,25,41,30,Lewisville,337,N,40.0,80.0,0.6179890144781294
11K5I719,P40P8X5540,30/11/18,30/11/19,5,TX,29.7866°N 95.3909°W,1555,16000,378,1177,35M,26,3,48,League City,337,N,40.0,80.0,0.8949313164049052
11K5I719,P40P8X5540,30/11/18,30/11/19,5,TX,29.7866°N 95.3909°W,1555,16000,378,1177,35M,34,22,37,Tyler,337,N,40.0,80.0,0.5973830767302984
11K5I719,P40P8X5540,30/11/18,30/11/19,5,TX,29.7866°N 95.3909°W,1555,16000,378,1177,35M,36,44,1,Allen,337,N,40.0,80.0,0.27908012879208743
11K5I719,P40P8X5540,30/11/18,30/11/19,5,TX,29.7866°N 95.3909°W,1555,16000,378,1177,35M,46,14,2,Wichita Falls,337,N,40.0,80.0,0.7072307548269243
11K5I719,P40P8X5540,30/11/18,30/11/19,5,TX,29.7866°N 95.3909°W,1555,16000,378,1177,35M,39,29,40,Edinburg,337,N,40.0,80.0,0.8332009959962631
11K5I719,P40P8X5540,30/11/18,30/11/19,5,TX,29.7866°N 95.3909°W,1555,16000,378,1177,35M,40,9,27,San Angelo,337,N,40.0,80.0,0.47821859246264165
11K5I719,P80Z5V2862,20/01/20,20/01/21,4,AZ,33.5722°N 112.0901°W,3841,39000,319,3522,57K,34,36,40,Phoenix,337,Y,23.0,95.0,0.7888248721795502
11K5I719,P80Z5V2862,20/01/20,20/01/21,4,AZ,33.5722°N 112.0901°W,3841,39000,319,3522,57K,7,1,26,Tucson,337,Y,23.0,95.0,0.8731537213572386
11K5I719,P80Z5V2862,20/01/20,20/01/21,4,AZ,33.5722°N 112.0901°W,3841,39000,319,3522,57K,26,5,4,Mesa,337,Y,23.0,95.0,0.6951889468052195
11K5I719,P80Z5V2862,20/01/20,20/01/21,4,AZ,33.5722°N 112.0901°W,3841,39000,319,3522,57K,4,4,21,Chandler,337,Y,23.0,95.0,0.7057298640909733
11K5I719,P80Z5V2862,20/01/20,20/01/21,4,AZ,33.5722°N 112.0901°W,3841,39000,319,3522,57K,37,36,16,Scottsdale,337,Y,23.0,95.0,0.45771702808238873
11K5I719,P80Z5V2862,20/01/20,20/01/21,4,AZ,33.5722°N 112.0901°W,3841,39000,319,3522,57K,13,23,4,Gilbert,337,Y,23.0,95.0,0.7489061942487901
11K5I719,P80Z5V2862,20/01/20,20/01/21,4,AZ,33.5722°N 112.0901°W,3841,39000,319,3522,57K,50,8,43,Glendale,337,Y,23.0,95.0,0.46743190624227704
11K5I719,P80Z5V2862,20/01/20,20/01/21,4,AZ,33.5722°N 112.0901°W,3841,39000,319,3522,57K,38,2,38,Tempe,337,Y,23.0,95.0,0.7071943523710601
11K5I719,P80Z5V2862,20/01/20,20/01/21,4,AZ,33.5722°N 112.0901°W,3841,39000,319,3522,57K,35,19,32,Peoria,337,Y,23.0,95.0,0.9265411775954618
11K5I719,P80Z5V2862,20/01/20,20/01/21,4,AZ,33.5722°N 112.0901°W,3841,39000,319,3522,57K,37,13,10,Surprise,337,Y,23.0,95.0,0.6549195688030384
11K5I719,P85L1T7175,09/08/19,09/08/20,8,PA,40.0094°N 75.1333°W,4754,48000,292,4462,63N,19,39,28,Philadelphia,337,Y,20.0,66.0,0.4783545962604281
11K5I719,P85L1T7175,09/08/19,09/08/20,8,PA,40.0094°N 75.1333°W,4754,48000,292,4462,63N,50,19,30,Pittsburgh,337,Y,20.0,66.0,0.6248153083997292
11K5I719,P85L1T7175,09/08/19,09/08/20,8,PA,40.0094°N 75.1333°W,4754,48000,292,4462,63N,26,8,49,Allentown,337,Y,20.0,66.0,0.8882076605688263
11K5I719,P92G2X4265,19/09/17,19/09/18,10,TX,29.4724°N 98.5251°W,3759,38000,390,3369,23V,3,35,42,Houston,337,N,22.0,66.0,0.3661769515583857
11K5I719,P92G2X4265,19/09/17,19/09/18,10,TX,29.4724°N 98.5251°W,3759,38000,390,3369,23V,45,28,16,San Antonio,337,N,22.0,66.0,0.9815934168290458
11K5I719,P92G2X4265,19/09/17,19/09/18,10,TX,29.4724°N 98.5251°W,3759,38000,390,3369,23V,11,2,17,Dallas,337,N,22.0,66.0,0.20759710235743206
11K5I719,P92G2X4265,19/09/17,19/09/18,10,TX,29.4724°N 98.5251°W,3759,38000,390,3369,23V,24,24,46,Austin,337,N,22.0,66.0,0.7341686597809708
11K5I719,P92G2X4265,19/09/17,19/09/18,10,TX,29.4724°N 98.5251°W,3759,38000,390,3369,23V,38,28,49,Fort Worth,337,N,22.0,66.0,0.07286458234222981
11K5I719,P92G2X4265,19/09/17,19/09/18,10,TX,29.4724°N 98.5251°W,3759,38000,390,3369,23V,39,19,40,El Paso,337,N,22.0,66.0,0.7841529779173989
